代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600004.SH,白云机场,2010-09-28,7.8384,7.8384,7.9356,7.7412,7.7736,5472522,52985194,-0.0648,-0.8264,9.682,0.5392,9744000000,N/A,11040000000,1015000000,0,1150000000,20.298,1.7828,3.3393,18.5126,
600004.SH,白云机场,2010-09-29,7.7736,7.7817,7.8303,7.6036,7.6117,6067581,57865882,-0.162,-2.0833,9.5369,0.5978,9541000000,N/A,10810000000,1015000000,0,1150000000,19.8752,1.7457,3.2697,18.1269,
600004.SH,白云机场,2010-09-30,7.6117,7.6036,7.7412,7.5631,7.7331,6485430,61351455,0.1215,1.5957,9.4599,0.639,9693250000,N/A,10982500000,1015000000,0,1150000000,20.1923,1.7735,3.3219,18.4162,
600004.SH,白云机场,2010-10-08,7.7331,7.7736,7.9356,7.7736,7.9032,10062051,97944136,0.17,2.199,9.734,0.9913,9906400000,N/A,11224000000,1015000000,0,1150000000,20.6363,1.8125,3.3949,18.8211,
600004.SH,白云机场,2010-10-11,7.9032,7.9356,8.1461,7.8546,8.0813,17906973,177510870,0.1781,2.2541,9.9129,1.7642,10129700000,N/A,11477000000,1015000000,0,1150000000,21.1015,1.8534,3.4715,19.2454,
600004.SH,白云机场,2010-10-12,8.0813,8.0975,8.1866,8.0651,8.138,14281593,143263716,0.0567,0.7014,10.0314,1.4071,10200750000,N/A,11557500000,1015000000,0,1150000000,21.2495,1.8664,3.4958,19.3804,
600004.SH,白云机场,2010-10-13,8.138,8.138,8.2918,8.1056,8.2109,15405395,156070585,0.0729,0.8955,10.1309,1.5178,10292100000,N/A,11661000000,1015000000,0,1150000000,21.4398,1.8831,3.5271,19.5539,
600004.SH,白云机场,2010-10-14,8.2109,8.2271,8.2595,8.0408,8.0489,16786910,168464192,-0.162,-1.9724,10.0354,1.6539,10089100000,N/A,11431000000,1015000000,0,1150000000,21.0169,1.8459,3.4576,19.1682,
600004.SH,白云机场,2010-10-15,8.0489,8.0165,8.4133,8.0165,8.3728,27580735,280888211,0.3239,4.0241,10.1842,2.7173,10495100000,N/A,11891000000,1015000000,0,1150000000,21.8627,1.9202,3.5967,19.9396,
600004.SH,白云机场,2010-10-18,8.3728,8.551,8.7372,8.2109,8.4619,35111637,367877677,0.0891,1.0638,10.4774,3.4593,10606750000,N/A,12017500000,1015000000,0,1150000000,22.0953,1.9407,3.635,20.1517,
600004.SH,白云机场,2010-10-19,8.4619,8.47,8.4781,8.2837,8.47,15942960,164870607,0.0081,0.0957,10.3413,1.5707,10616900000,N/A,12029000000,1015000000,0,1150000000,22.1164,1.9425,3.6384,20.171,
600004.SH,白云机场,2010-10-20,8.47,8.2757,8.4052,8.1704,8.2837,15871983,162427430,-0.1862,-2.1989,10.2336,1.5637,10383450000,N/A,11764500000,1015000000,0,1150000000,21.6301,1.8998,3.5584,19.7275,
600004.SH,白云机场,2010-10-21,8.2837,8.2999,8.3323,8.1137,8.1866,12623483,127806623,-0.0972,-1.173,10.1245,1.2437,10261650000,N/A,11626500000,1015000000,0,1150000000,21.3764,1.8775,3.5167,19.4961,
600004.SH,白云机场,2010-10-22,8.1866,8.1785,8.2595,8.1299,8.1785,9457949,95732065,-0.0081,-0.0989,10.1219,0.9318,10251500000,N/A,11615000000,1015000000,0,1150000000,21.3552,1.8757,3.5132,19.4768,
600004.SH,白云机场,2010-10-25,8.1785,8.1785,8.4943,8.1623,8.4214,16059652,165466717,0.2429,2.9703,10.3033,1.5822,10556000000,N/A,11960000000,1015000000,0,1150000000,21.9896,1.9314,3.6176,20.0553,
600004.SH,白云机场,2010-10-26,8.4214,8.4862,8.4943,8.2433,8.3161,14504635,148938454,-0.1053,-1.25,10.2683,1.429,10424050000,N/A,11810500000,1015000000,0,1150000000,21.7147,1.9072,3.5723,19.8046,
600004.SH,白云机场,2010-10-27,8.3161,8.3323,8.5024,8.308,8.4538,20406813,212336625,0.1377,1.6553,10.4052,2.0105,10596600000,N/A,12006000000,1015000000,0,1150000000,22.0741,1.9388,3.6315,20.1324,
600004.SH,白云机场,2010-10-28,8.4538,8.4619,8.5348,8.2595,8.3323,12399249,128424381,-0.1215,-1.4368,10.3574,1.2216,10444350000,N/A,11833500000,1015000000,0,1150000000,21.757,1.9109,3.5793,19.8432,
600004.SH,白云机场,2010-10-29,8.3323,8.3404,8.389,8.1947,8.3404,10808357,110699267,0.0081,0.0972,10.242,1.0649,10454500000,N/A,11845000000,1015000000,0,1150000000,21.7781,1.9128,3.5828,19.8625,
600004.SH,白云机场,2010-11-01,8.3404,8.3728,8.721,8.3728,8.7048,26437759,280548024,0.3644,4.3689,10.6116,2.6047,10911250000,N/A,12362500000,1015000000,0,1150000000,22.7296,1.9964,3.7393,20.7302,
600004.SH,白云机场,2010-11-02,8.7048,8.7048,9.1259,8.551,8.5915,23741613,256794261,-0.1134,-1.3023,10.8162,2.3391,10769150000,N/A,12201500000,1015000000,0,1150000000,22.4336,1.9704,3.6906,20.4603,
600004.SH,白云机场,2010-11-03,8.5915,8.5429,8.8668,8.5186,8.7696,17656615,190520250,0.1781,2.0735,10.7903,1.7396,10992450000,N/A,12454500000,1015000000,0,1150000000,22.8987,2.0112,3.7671,20.8845,
600004.SH,白云机场,2010-11-04,8.7696,8.7696,8.8587,8.6481,8.8182,14067294,151977005,0.0486,0.554,10.8036,1.3859,11053350000,N/A,12523500000,1015000000,0,1150000000,23.0256,2.0224,3.788,21.0002,
600004.SH,白云机场,2010-11-05,8.8182,8.8587,8.9396,8.7453,8.8344,16887263,184206201,0.0162,0.1837,10.908,1.6638,11073650000,N/A,12546500000,1015000000,0,1150000000,23.0679,2.0261,3.795,21.0388,
600004.SH,白云机场,2010-11-08,8.8344,8.8587,9.1502,8.8587,9.0125,18507197,206027928,0.1781,2.0165,11.1323,1.8234,11296950000,N/A,12799500000,1015000000,0,1150000000,23.533,2.0669,3.8715,21.463,
600004.SH,白云机场,2010-11-09,9.0125,9.0125,9.0287,8.8263,8.8587,14997548,164448688,-0.1539,-1.7071,10.965,1.4776,11104100000,N/A,12581000000,1015000000,0,1150000000,23.1313,2.0317,3.8054,21.0966,
600004.SH,白云机场,2010-11-10,8.8587,8.8263,8.8263,8.5429,8.7048,15398782,164296008,-0.1539,-1.7367,10.6694,1.5171,10911250000,N/A,12362500000,1015000000,0,1150000000,22.7296,1.9964,3.7393,20.7302,
600004.SH,白云机场,2010-11-11,8.7048,8.6967,8.7453,8.5834,8.6157,14806456,158686122,-0.0891,-1.0233,10.7174,1.4588,10799600000,N/A,12236000000,1015000000,0,1150000000,22.497,1.9759,3.701,20.5181,
600004.SH,白云机场,2010-11-12,8.6157,8.5915,8.6157,7.8546,7.8789,22050144,224474688,-0.7369,-8.5526,10.1802,2.1724,9875950000,N/A,11189500000,1015000000,0,1150000000,20.5729,1.807,3.3845,18.7633,
600004.SH,白云机场,2010-11-15,7.8789,8.0003,8.0084,7.7817,7.9922,11243298,109696153,0.1134,1.4388,9.7566,1.1077,10018050000,N/A,11350500000,1015000000,0,1150000000,20.8689,1.833,3.4332,19.0332,
600004.SH,白云机场,2010-11-16,7.9922,8.0003,8.0003,7.5712,7.6359,12708768,121592859,-0.3563,-4.458,9.5676,1.2521,9571450000,N/A,10844500000,1015000000,0,1150000000,19.9386,1.7512,3.2802,18.1848,
600004.SH,白云机场,2010-11-17,7.6359,7.5712,7.6683,7.4578,7.5064,7848128,73248944,-0.1296,-1.6967,9.3333,0.7732,9409050000,N/A,10660500000,1015000000,0,1150000000,19.6003,1.7215,3.2245,17.8762,
600004.SH,白云机场,2010-11-18,7.5064,7.555,7.6359,7.4659,7.5793,6077880,56722766,0.0729,0.9709,9.3327,0.5988,9500400000,N/A,10764000000,1015000000,0,1150000000,19.7906,1.7382,3.2558,18.0498,
600004.SH,白云机场,2010-11-19,7.5793,7.6117,7.6198,7.312,7.5793,11532989,106400127,0,0,9.2257,1.1363,9500400000,N/A,10764000000,1015000000,0,1150000000,19.7906,1.7382,3.2558,18.0498,
600004.SH,白云机场,2010-11-22,7.5793,7.5307,7.5712,7.4092,7.4659,9831319,90967173,-0.1134,-1.4957,9.2528,0.9686,9358300000,N/A,10603000000,1015000000,0,1150000000,19.4946,1.7122,3.2071,17.7798,
600004.SH,白云机场,2010-11-23,7.4659,7.4578,7.4578,7.1825,7.2797,8652046,77883509,-0.1862,-2.4946,9.0017,0.8524,9124850000,N/A,10338500000,1015000000,0,1150000000,19.0083,1.6695,3.1271,17.3363,
600004.SH,白云机场,2010-11-24,7.2797,7.2311,7.3687,7.2149,7.3687,8705046,78654633,0.0891,1.2236,9.0355,0.8576,9236500000,N/A,10465000000,1015000000,0,1150000000,19.2409,1.69,3.1654,17.5484,
600004.SH,白云机场,2010-11-25,7.3687,7.4011,7.4821,7.3525,7.4821,8243451,75507401,0.1134,1.5385,9.1597,0.8122,9378600000,N/A,10626000000,1015000000,0,1150000000,19.5369,1.716,3.2141,17.8184,
600004.SH,白云机场,2010-11-26,7.4821,7.4578,7.4659,7.3525,7.3687,7341150,66961725,-0.1134,-1.5152,9.1214,0.7233,9236500000,N/A,10465000000,1015000000,0,1150000000,19.2409,1.69,3.1654,17.5484,
600004.SH,白云机场,2010-11-29,7.3687,7.393,7.4416,7.3525,7.4173,4826888,44101429,0.0486,0.6593,9.1366,0.4756,9297400000,N/A,10534000000,1015000000,0,1150000000,19.3677,1.7011,3.1862,17.6641,
600004.SH,白云机场,2010-11-30,7.4173,7.4254,7.4335,7.1501,7.2392,8282562,74261666,-0.1781,-2.4017,8.966,0.816,9074100000,N/A,10281000000,1015000000,0,1150000000,18.9026,1.6602,3.1097,17.2398,
600004.SH,白云机场,2010-12-01,7.2392,7.223,7.2554,7.1744,7.2311,4057859,36166570,-0.0081,-0.1119,8.9127,0.3998,9063950000,N/A,10269500000,1015000000,0,1150000000,18.8814,1.6584,3.1062,17.2206,
600004.SH,白云机场,2010-12-02,7.2311,7.2959,7.3363,7.2068,7.2716,7961132,71406266,0.0405,0.5599,8.9694,0.7843,9114700000,N/A,10327000000,1015000000,0,1150000000,18.9871,1.6677,3.1236,17.317,
600004.SH,白云机场,2010-12-03,7.2716,7.2635,7.2797,7.1744,7.2392,4605855,41063256,-0.0324,-0.4454,8.9154,0.4538,9074100000,N/A,10281000000,1015000000,0,1150000000,18.9026,1.6602,3.1097,17.2398,
600004.SH,白云机场,2010-12-06,7.2392,7.2473,7.2635,7.1582,7.2068,4729067,42048910,-0.0324,-0.4474,8.8916,0.4659,9033500000,N/A,10235000000,1015000000,0,1150000000,18.818,1.6528,3.0958,17.1627,
600004.SH,白云机场,2010-12-07,7.2068,7.1906,7.2392,7.0934,7.2392,4772712,42198403,0.0324,0.4494,8.8416,0.4702,9074100000,N/A,10281000000,1015000000,0,1150000000,18.9026,1.6602,3.1097,17.2398,
600004.SH,白云机场,2010-12-08,7.2392,7.2392,7.2554,7.1744,7.1906,3958693,35255706,-0.0486,-0.6711,8.9059,0.39,9013200000,N/A,10212000000,1015000000,0,1150000000,18.7757,1.6491,3.0888,17.1241,
600004.SH,白云机场,2010-12-09,7.1906,7.1825,7.2635,7.1582,7.2068,5417447,48355244,0.0162,0.2252,8.9258,0.5337,9033500000,N/A,10235000000,1015000000,0,1150000000,18.818,1.6528,3.0958,17.1627,
600004.SH,白云机场,2010-12-10,7.2068,7.1744,7.2554,7.1501,7.2554,3995907,35566921,0.0486,0.6742,8.9008,0.3937,9094400000,N/A,10304000000,1015000000,0,1150000000,18.9448,1.664,3.1167,17.2784,
600004.SH,白云机场,2010-12-13,7.2554,7.2716,7.4011,7.2311,7.393,8613029,77845158,0.1377,1.8973,9.0381,0.8486,9266950000,N/A,10499500000,1015000000,0,1150000000,19.3043,1.6955,3.1758,17.6062,
600004.SH,白云机场,2010-12-14,7.393,7.393,7.4011,7.3201,7.3525,6363108,57743655,-0.0405,-0.5476,9.0748,0.5533,10442000000,N/A,10442000000,1150000000,0,1150000000,19.1986,1.6862,3.1584,17.5098,
600004.SH,白云机场,2010-12-15,7.3525,7.3525,7.3606,7.2797,7.304,5927499,53505331,-0.0486,-0.6608,9.0266,0.5154,10373000000,N/A,10373000000,1150000000,0,1150000000,19.0717,1.6751,3.1375,17.3941,
600004.SH,白云机场,2010-12-16,7.304,7.312,7.3282,7.2149,7.2473,5130934,46044483,-0.0567,-0.7761,8.9739,0.4462,10292500000,N/A,10292500000,1150000000,0,1150000000,18.9237,1.6621,3.1132,17.2591,
600004.SH,白云机场,2010-12-17,7.2473,7.2311,7.2554,7.1906,7.2392,3422947,30516944,-0.0081,-0.1117,8.9154,0.2976,10281000000,N/A,10281000000,1150000000,0,1150000000,18.9026,1.6602,3.1097,17.2398,
600004.SH,白云机场,2010-12-20,7.2392,7.2635,7.2635,6.9881,7.0529,11761875,102919964,-0.1862,-2.5727,8.7503,1.0228,10016500000,N/A,10016500000,1150000000,0,1150000000,18.4163,1.6175,3.0297,16.7963,
600004.SH,白云机场,2010-12-21,7.0529,7.0529,7.1744,7.0367,7.1663,12308484,107883705,0.1134,1.6073,8.765,1.0703,10177500000,N/A,10177500000,1150000000,0,1150000000,18.7123,1.6435,3.0784,17.0663,
600004.SH,白云机场,2010-12-22,7.1663,7.1501,7.1663,7.0934,7.1096,6588808,57964813,-0.0567,-0.791,8.7975,0.5729,10097000000,N/A,10097000000,1150000000,0,1150000000,18.5643,1.6305,3.0541,16.9313,
600004.SH,白云机场,2010-12-23,7.1096,7.1096,7.1096,7.0367,7.0448,5278909,46054605,-0.0648,-0.9112,8.7243,0.459,10005000000,N/A,10005000000,1150000000,0,1150000000,18.3951,1.6157,3.0262,16.777,
600004.SH,白云机场,2010-12-24,7.0448,7.0367,7.0691,6.9962,7.0448,4639306,40285415,0,0,8.6835,0.4034,10005000000,N/A,10005000000,1150000000,0,1150000000,18.3951,1.6157,3.0262,16.777,
600004.SH,白云机场,2010-12-27,7.0448,7.0367,7.0772,6.891,6.9072,7081764,61235693,-0.1377,-1.954,8.647,0.6158,9809500000,N/A,9809500000,1150000000,0,1150000000,18.0357,1.5841,2.9671,16.4492,
600004.SH,白云机场,2010-12-28,6.9072,6.8829,6.9153,6.6885,6.7047,6919420,57913959,-0.2024,-2.9308,8.3698,0.6017,9522000000,N/A,9522000000,1150000000,0,1150000000,17.5071,1.5377,2.8801,15.9671,
600004.SH,白云机场,2010-12-29,6.7047,6.6966,6.7371,6.6319,6.729,4712906,38868517,0.0243,0.3623,8.2473,0.4098,9556500000,N/A,9556500000,1150000000,0,1150000000,17.5705,1.5432,2.8906,16.025,
600004.SH,白云机场,2010-12-30,6.729,6.7371,6.8667,6.6723,6.8181,5459087,45733688,0.0891,1.3237,8.3775,0.4747,9683000000,N/A,9683000000,1150000000,0,1150000000,17.8031,1.5637,2.9288,16.2371,
600004.SH,白云机场,2010-12-31,6.8181,6.8181,7.223,6.7776,7.142,11195544,96580812,0.3239,4.7506,8.6267,0.9735,10143000000,N/A,10143000000,1150000000,0,1150000000,18.6488,1.638,3.068,17.0084,
600004.SH,白云机场,2011-01-04,7.142,7.142,7.3363,7.0205,7.2878,17147399,152714767,0.1458,2.0408,8.906,1.4911,10350000000,N/A,10350000000,1150000000,0,1150000000,17.6087,1.5793,2.6775,-43.4371,
600004.SH,白云机场,2011-01-05,7.2878,7.2716,7.6279,7.2473,7.4902,30594685,283242168,0.2024,2.7778,9.2579,2.6604,10637500000,N/A,10637500000,1150000000,0,1150000000,18.0978,1.6232,2.7519,-44.6437,
600004.SH,白云机场,2011-01-06,7.4902,7.4902,7.4902,7.2149,7.3282,15095347,136183433,-0.162,-2.1622,9.0216,1.3126,10407500000,N/A,10407500000,1150000000,0,1150000000,17.7065,1.5881,2.6924,-43.6784,
600004.SH,白云机场,2011-01-07,7.3282,7.2878,7.3606,7.1177,7.2068,11423867,102026646,-0.1215,-1.6575,8.931,0.9934,10235000000,N/A,10235000000,1150000000,0,1150000000,17.413,1.5618,2.6478,-42.9545,
600004.SH,白云机场,2011-01-10,7.2068,7.2068,7.2716,7.0772,7.1258,5972244,52940117,-0.081,-1.1236,8.8644,0.5193,10120000000,N/A,10120000000,1150000000,0,1150000000,17.2174,1.5442,2.618,-42.4718,
600004.SH,白云机场,2011-01-11,7.1258,7.1015,7.2068,7.0691,7.1987,5184801,45718279,0.0729,1.0227,8.8177,0.4509,10223500000,N/A,10223500000,1150000000,0,1150000000,17.3935,1.56,2.6448,-42.9062,
600004.SH,白云机场,2011-01-12,7.1987,7.1987,7.2716,7.1339,7.2635,6767664,60252497,0.0648,0.8999,8.903,0.5885,10315500000,N/A,10315500000,1150000000,0,1150000000,17.55,1.5741,2.6686,-43.2923,
600004.SH,白云机场,2011-01-13,7.2635,7.2473,7.3849,7.2149,7.2392,5650511,50843642,-0.0243,-0.3344,8.9981,0.4913,10281000000,N/A,10281000000,1150000000,0,1150000000,17.4913,1.5688,2.6597,-43.1475,
600004.SH,白云机场,2011-01-14,7.2392,7.2149,7.2392,7.0286,7.0367,6446944,56537802,-0.2024,-2.7964,8.7697,0.5606,9993500000,N/A,9993500000,1150000000,0,1150000000,17.0022,1.5249,2.5853,-41.9409,
600004.SH,白云机场,2011-01-17,7.0367,7.0124,7.0124,6.729,6.7452,6501890,54934568,-0.2915,-4.1427,8.449,0.5654,9579500000,N/A,9579500000,1150000000,0,1150000000,16.2978,1.4618,2.4782,-40.2034,
600004.SH,白云机场,2011-01-18,6.7452,6.7776,6.7857,6.6642,6.7614,4786714,39600184,0.0162,0.2401,8.2729,0.4162,9602500000,N/A,9602500000,1150000000,0,1150000000,16.3369,1.4653,2.4842,-40.3,
600004.SH,白云机场,2011-01-19,6.7614,6.7695,6.9072,6.7047,6.8991,3689860,31080410,0.1377,2.0359,8.4232,0.3209,9798000000,N/A,9798000000,1150000000,0,1150000000,16.6695,1.4951,2.5347,-41.1204,
600004.SH,白云机场,2011-01-20,6.8991,6.8586,6.8586,6.6804,6.7533,4107620,34285472,-0.1458,-2.1127,8.3468,0.3572,9591000000,N/A,9591000000,1150000000,0,1150000000,16.3174,1.4635,2.4812,-40.2517,
600004.SH,白云机场,2011-01-21,6.7533,6.7047,6.8748,6.6966,6.7938,6045679,50592966,0.0405,0.5995,8.3685,0.5257,9648500000,N/A,9648500000,1150000000,0,1150000000,16.4152,1.4723,2.4961,-40.493,
600004.SH,白云机场,2011-01-24,6.7938,6.8019,6.9801,6.7614,6.8748,8677482,74011654,0.081,1.1919,8.5292,0.7546,9763500000,N/A,9763500000,1150000000,0,1150000000,16.6108,1.4898,2.5258,-40.9757,
600004.SH,白云机场,2011-01-25,6.8748,6.8505,6.9396,6.7776,6.8505,3261520,27543975,-0.0243,-0.3534,8.4451,0.2836,9729000000,N/A,9729000000,1150000000,0,1150000000,16.5522,1.4846,2.5169,-40.8309,
600004.SH,白云机场,2011-01-26,6.8505,6.8505,6.9072,6.8262,6.891,3495834,29679679,0.0405,0.591,8.49,0.304,9786500000,N/A,9786500000,1150000000,0,1150000000,16.65,1.4933,2.5318,-41.0722,
600004.SH,白云机场,2011-01-27,6.891,6.8748,6.9801,6.8019,6.9234,6645357,56707704,0.0324,0.47,8.5334,0.5779,9832500000,N/A,9832500000,1150000000,0,1150000000,16.7282,1.5004,2.5437,-41.2652,
600004.SH,白云机场,2011-01-28,6.9234,6.9315,6.9315,6.8343,6.8991,4283817,36448683,-0.0243,-0.3509,8.5085,0.3725,9798000000,N/A,9798000000,1150000000,0,1150000000,16.6695,1.4951,2.5347,-41.1204,
600004.SH,白云机场,2011-01-31,6.8991,6.8991,6.9639,6.8262,6.9477,7620402,65064304,0.0486,0.7042,8.5382,0.6626,9867000000,N/A,9867000000,1150000000,0,1150000000,16.7869,1.5056,2.5526,-41.41,
600004.SH,白云机场,2011-02-01,6.9477,6.9234,6.9558,6.891,6.9477,3965022,33936151,0,0,8.5589,0.3448,9867000000,N/A,9867000000,1150000000,0,1150000000,16.7869,1.5056,2.5526,-41.41,
600004.SH,白云机场,2011-02-09,6.9477,6.9072,6.9396,6.8019,6.8505,5035070,42743127,-0.0972,-1.3986,8.4891,0.4378,9729000000,N/A,9729000000,1150000000,0,1150000000,16.5522,1.4846,2.5169,-40.8309,
600004.SH,白云机场,2011-02-10,6.8505,6.8505,6.9639,6.8262,6.9558,6010601,51212539,0.1053,1.5366,8.5204,0.5227,9878500000,N/A,9878500000,1150000000,0,1150000000,16.8065,1.5074,2.5556,-41.4583,
600004.SH,白云机场,2011-02-11,6.9558,6.9477,7.0853,6.9234,7.0124,8329284,72010251,0.0567,0.8149,8.6454,0.7243,9959000000,N/A,9959000000,1150000000,0,1150000000,16.9435,1.5197,2.5764,-41.7961,
600004.SH,白云机场,2011-02-14,7.0124,7.0124,7.223,7.0124,7.2068,13948627,123618395,0.1943,2.7714,8.8624,1.2129,10235000000,N/A,10235000000,1150000000,0,1150000000,17.413,1.5618,2.6478,-42.9545,
600004.SH,白云机场,2011-02-15,7.2068,7.2149,7.3201,7.142,7.1501,14149815,126529305,-0.0567,-0.7865,8.9421,1.2304,10154500000,N/A,10154500000,1150000000,0,1150000000,17.2761,1.5495,2.627,-42.6166,
600004.SH,白云机场,2011-02-16,7.1501,7.1582,7.2392,7.1177,7.223,8614549,76411378,0.0729,1.0193,8.87,0.7491,10258000000,N/A,10258000000,1150000000,0,1150000000,17.4522,1.5653,2.6537,-43.051,
600004.SH,白云机场,2011-02-17,7.223,7.2473,7.2716,7.1258,7.1744,9720785,86236504,-0.0486,-0.6726,8.8714,0.8453,10189000000,N/A,10189000000,1150000000,0,1150000000,17.3348,1.5548,2.6359,-42.7614,
600004.SH,白云机场,2011-02-18,7.1744,7.1744,7.2473,7.0772,7.0934,7643991,67360301,-0.081,-1.1287,8.8122,0.6647,10074000000,N/A,10074000000,1150000000,0,1150000000,17.1391,1.5372,2.6061,-42.2788,
600004.SH,白云机场,2011-02-21,7.0934,7.0448,7.142,7.0367,7.1177,9300794,81541292,0.0243,0.3425,8.7671,0.8088,10108500000,N/A,10108500000,1150000000,0,1150000000,17.1978,1.5425,2.6151,-42.4236,
600004.SH,白云机场,2011-02-22,7.1177,7.1339,7.1663,6.8829,6.8991,10807015,93558420,-0.2186,-3.0717,8.6572,0.9397,9798000000,N/A,9798000000,1150000000,0,1150000000,16.6695,1.4951,2.5347,-41.1204,
600004.SH,白云机场,2011-02-23,6.8991,6.891,6.9881,6.8748,6.9315,5526021,47227228,0.0324,0.4695,8.5463,0.4805,9844000000,N/A,9844000000,1150000000,0,1150000000,16.7478,1.5021,2.5466,-41.3135,
600004.SH,白云机场,2011-02-24,6.9315,6.9234,6.9801,6.8829,6.972,6228268,53281546,0.0405,0.5841,8.5548,0.5416,9901500000,N/A,9901500000,1150000000,0,1150000000,16.8456,1.5109,2.5615,-41.5548,
600004.SH,白云机场,2011-02-25,6.972,6.972,6.9881,6.8829,6.9315,6517607,55717668,-0.0405,-0.5807,8.5488,0.5667,9844000000,N/A,9844000000,1150000000,0,1150000000,16.7478,1.5021,2.5466,-41.3135,
600004.SH,白云机场,2011-02-28,6.9315,6.9396,7.0043,6.8829,7.0043,8328517,71484774,0.0729,1.0514,8.5831,0.7242,9947500000,N/A,9947500000,1150000000,0,1150000000,16.9239,1.5179,2.5734,-41.7479,
600004.SH,白云机场,2011-03-01,7.0043,7.0124,7.1258,6.9962,7.1177,12118072,105825776,0.1134,1.6185,8.7329,1.0537,10108500000,N/A,10108500000,1150000000,0,1150000000,17.1978,1.5425,2.6151,-42.4236,
600004.SH,白云机场,2011-03-02,7.1177,7.0772,7.142,7.0286,7.1096,9463143,82777678,-0.0081,-0.1138,8.7474,0.8229,10097000000,N/A,10097000000,1150000000,0,1150000000,17.1782,1.5407,2.6121,-42.3753,
600004.SH,白云机场,2011-03-03,7.1096,7.1177,7.1906,7.0772,7.0853,12338990,108672766,-0.0243,-0.3417,8.8073,1.073,10062500000,N/A,10062500000,1150000000,0,1150000000,17.1195,1.5355,2.6032,-42.2305,
600004.SH,白云机场,2011-03-04,7.0853,7.0853,7.1987,7.0853,7.1825,13676681,120747734,0.0972,1.3714,8.8287,1.1893,10200500000,N/A,10200500000,1150000000,0,1150000000,17.3543,1.5565,2.6389,-42.8097,
600004.SH,白云机场,2011-03-07,7.1825,7.2149,7.2716,7.1906,7.2635,15414309,137815054,0.081,1.1274,8.9407,1.3404,10315500000,N/A,10315500000,1150000000,0,1150000000,17.55,1.5741,2.6686,-43.2923,
600004.SH,白云机场,2011-03-08,7.2635,7.2716,7.3282,7.1906,7.3282,14916285,133550772,0.0648,0.8919,8.9534,1.2971,10407500000,N/A,10407500000,1150000000,0,1150000000,17.7065,1.5881,2.6924,-43.6784,
600004.SH,白云机场,2011-03-09,7.3282,7.3201,7.4902,7.2878,7.2878,15697055,142380589,-0.0405,-0.5525,9.0705,1.365,10350000000,N/A,10350000000,1150000000,0,1150000000,17.6087,1.5793,2.6775,-43.4371,
600004.SH,白云机场,2011-03-10,7.2878,7.2878,7.3201,7.1744,7.304,14281434,127810235,0.0162,0.2222,8.9494,1.2419,10373000000,N/A,10373000000,1150000000,0,1150000000,17.6478,1.5828,2.6835,-43.5336,
600004.SH,白云机场,2011-03-11,7.304,7.2554,7.4335,7.2149,7.2797,13754286,123938534,-0.0243,-0.3326,9.0109,1.196,10338500000,N/A,10338500000,1150000000,0,1150000000,17.5891,1.5776,2.6746,-43.3888,
600004.SH,白云机场,2011-03-14,7.2797,7.2554,7.3444,7.1906,7.2797,12031124,107692459,0,0,8.9512,1.0462,10338500000,N/A,10338500000,1150000000,0,1150000000,17.5891,1.5776,2.6746,-43.3888,
600004.SH,白云机场,2011-03-15,7.2797,7.2797,7.2797,7.0367,7.2149,12663346,111499873,-0.0648,-0.8899,8.8049,1.1012,10246500000,N/A,10246500000,1150000000,0,1150000000,17.4326,1.5635,2.6508,-43.0027,
600004.SH,白云机场,2011-03-16,7.2149,7.1744,7.2068,7.1339,7.1663,9979017,88332531,-0.0486,-0.6734,8.8518,0.8677,10177500000,N/A,10177500000,1150000000,0,1150000000,17.3152,1.553,2.6329,-42.7131,
600004.SH,白云机场,2011-03-17,7.1663,7.142,7.1663,7.0367,7.0529,9555712,83868585,-0.1134,-1.5819,8.7768,0.8309,10016500000,N/A,10016500000,1150000000,0,1150000000,17.0413,1.5284,2.5913,-42.0375,
600004.SH,白云机场,2011-03-18,7.0529,7.1015,7.1258,7.0529,7.0772,5017765,43864561,0.0243,0.3444,8.7419,0.4363,10051000000,N/A,10051000000,1150000000,0,1150000000,17.1,1.5337,2.6002,-42.1822,
600004.SH,白云机场,2011-03-21,7.0772,7.0772,7.1015,7.0367,7.0772,4332740,37810796,0,0,8.7268,0.3768,10051000000,N/A,10051000000,1150000000,0,1150000000,17.1,1.5337,2.6002,-42.1822,
600004.SH,白云机场,2011-03-22,7.0772,7.0691,7.1177,7.0286,7.0853,7578305,66238319,0.0081,0.1144,8.7405,0.659,10062500000,N/A,10062500000,1150000000,0,1150000000,17.1195,1.5355,2.6032,-42.2305,
600004.SH,白云机场,2011-03-23,7.0853,7.0772,7.1339,7.0448,7.1258,10322301,90367047,0.0405,0.5714,8.7545,0.8976,10120000000,N/A,10120000000,1150000000,0,1150000000,17.2174,1.5442,2.618,-42.4718,
600004.SH,白云机场,2011-03-24,7.1258,7.142,7.1501,7.0934,7.1015,6685568,58747300,-0.0243,-0.3409,8.7872,0.5814,10085500000,N/A,10085500000,1150000000,0,1150000000,17.1587,1.539,2.6091,-42.327,
