代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600004.SH,白云机场,2003-04-28,N/A,4.6489,5.2752,4.6309,5.2692,187469932,1512258214,N/A,N/A,8.0667,46.8675,3500000000,N/A,8750000000,400000000,0,1000000000,30.5218,7.288,9.3119,79.0055,
600004.SH,白云机场,2003-04-29,5.2692,5.1186,5.2451,4.9801,5.1126,75212876,635863436,-0.1566,-2.9714,8.4542,18.8032,3396000000,N/A,8490000000,400000000,0,1000000000,29.6149,7.0714,9.0352,76.6579,
600004.SH,白云机场,2003-04-30,5.1126,5.1487,5.4799,5.1487,5.3354,80122537,710063498,0.2228,4.3581,8.8622,20.0306,3544000000,N/A,8860000000,400000000,0,1000000000,30.9055,7.3796,9.429,79.9987,
600004.SH,白云机场,2003-05-12,5.3354,5.2391,5.3414,4.9982,5.227,36122395,308806284,-0.1084,-2.0316,8.5489,9.0306,3472000000,N/A,8680000000,400000000,0,1000000000,30.2776,7.2297,9.2374,78.3734,
600004.SH,白云机场,2003-05-13,5.227,5.2029,5.215,4.8175,4.8717,39277696,325715933,-0.3553,-6.7972,8.2926,9.8194,3236000000,N/A,8090000000,400000000,0,1000000000,28.2196,6.7382,8.6095,73.0462,
600004.SH,白云机场,2003-05-14,4.8717,4.8175,5.1126,4.7694,5.0283,30387370,253425348,0.1566,3.2138,8.3398,7.5968,3340000000,N/A,8350000000,400000000,0,1000000000,29.1265,6.9548,8.8862,75.3938,
600004.SH,白云机场,2003-05-15,5.0283,5.0163,5.1728,4.9139,5.1487,28183918,236834456,0.1204,2.3952,8.4032,7.046,3420000000,N/A,8550000000,400000000,0,1000000000,29.8242,7.1214,9.0991,77.1996,
600004.SH,白云机场,2003-05-16,5.1487,5.1487,5.227,5.0343,5.1548,36065125,307204529,0.006,0.117,8.518,9.0163,3424000000,N/A,8560000000,400000000,0,1000000000,29.859,7.1297,9.1097,77.2899,
600004.SH,白云机场,2003-05-19,5.1548,5.1789,5.4077,5.1789,5.2692,46250444,407544272,0.1144,2.2196,8.8117,11.5626,3500000000,N/A,8750000000,400000000,0,1000000000,30.5218,7.288,9.3119,79.0055,
600004.SH,白云机场,2003-05-20,5.2692,5.2692,5.3174,5.1487,5.227,17067564,147727684,-0.0422,-0.8,8.6555,4.2669,3472000000,N/A,8680000000,400000000,0,1000000000,30.2776,7.2297,9.2374,78.3734,
600004.SH,白云机场,2003-05-21,5.227,5.227,5.2812,5.1307,5.1789,12859547,110939930,-0.0482,-0.9217,8.627,3.2149,3440000000,N/A,8600000000,400000000,0,1000000000,29.9986,7.163,9.1523,77.6511,
600004.SH,白云机场,2003-05-22,5.1789,5.1668,5.2511,5.1186,5.209,10301282,88781118,0.0301,0.5814,8.6185,2.5753,3460000000,N/A,8650000000,400000000,0,1000000000,30.173,7.2047,9.2055,78.1025,
600004.SH,白云机场,2003-05-23,5.209,5.2391,5.7329,5.1247,5.492,72926760,670901997,0.283,5.4335,9.1997,18.2317,3648000000,N/A,9120000000,400000000,0,1000000000,31.8124,7.5961,9.7057,82.3463,
600004.SH,白云机场,2003-05-26,5.492,5.4799,5.6606,5.4739,5.5101,46718180,431132436,0.0181,0.3289,9.2284,11.6795,3660000000,N/A,9150000000,400000000,0,1000000000,31.9171,7.6211,9.7376,82.6171,
600004.SH,白云机场,2003-05-27,5.5101,5.5341,5.5944,5.4559,5.5101,20188005,184901453,0,0,9.159,5.047,3660000000,N/A,9150000000,400000000,0,1000000000,31.9171,7.6211,9.7376,82.6171,
600004.SH,白云机场,2003-05-28,5.5101,5.5402,5.5883,5.4077,5.4318,33183174,302104859,-0.0783,-1.4208,9.1042,8.2958,3608000000,N/A,9020000000,400000000,0,1000000000,31.4636,7.5128,9.5993,81.4433,
600004.SH,白云机场,2003-05-29,5.4318,5.4318,5.6425,5.3956,5.6305,23025540,210900164,0.1987,3.6585,9.1594,5.7564,3740000000,N/A,9350000000,400000000,0,1000000000,32.6147,7.7877,9.9505,84.423,
600004.SH,白云机场,2003-05-30,5.6305,5.6486,5.7389,5.5402,5.5582,26011735,244128620,-0.0723,-1.2834,9.3853,6.5029,3692000000,N/A,9230000000,400000000,0,1000000000,32.1961,7.6878,9.8227,83.3395,
600004.SH,白云机场,2003-06-02,5.5582,5.5703,5.7028,5.5402,5.5883,21582098,201804921,0.0301,0.5417,9.3506,5.3955,3712000000,N/A,9280000000,400000000,0,1000000000,32.3706,7.7294,9.876,83.7909,
600004.SH,白云机场,2003-06-03,5.5883,5.6004,5.6425,5.5221,5.5281,13226726,122447236,-0.0602,-1.0776,9.2576,3.3067,3672000000,N/A,9180000000,400000000,0,1000000000,32.0217,7.6461,9.7695,82.888,
600004.SH,白云机场,2003-06-04,5.5281,5.5161,5.6004,5.4679,5.5823,12237084,112488205,0.0542,0.9804,9.1924,3.0593,3708000000,N/A,9270000000,400000000,0,1000000000,32.3357,7.7211,9.8653,83.7006,
600004.SH,白云机场,2003-06-05,5.5823,5.5522,5.5944,5.4739,5.5101,12108703,110737203,-0.0723,-1.2945,9.1453,3.0272,3660000000,N/A,9150000000,400000000,0,1000000000,31.9171,7.6211,9.7376,82.6171,
600004.SH,白云机场,2003-06-06,5.5101,5.4799,5.5883,5.4619,5.5161,9715878,88911859,0.006,0.1093,9.1512,2.429,3664000000,N/A,9160000000,400000000,0,1000000000,31.952,7.6295,9.7483,82.7074,
600004.SH,白云机场,2003-06-09,5.5161,5.4739,5.5402,5.4679,5.492,6946622,63322602,-0.0241,-0.4367,9.1156,1.7367,3648000000,N/A,9120000000,400000000,0,1000000000,31.8124,7.5961,9.7057,82.3463,
600004.SH,白云机场,2003-06-10,5.492,5.492,5.6546,5.486,5.5944,16954572,157420724,0.1024,1.864,9.2849,4.2386,3716000000,N/A,9290000000,400000000,0,1000000000,32.4054,7.7377,9.8866,83.8812,
600004.SH,白云机场,2003-06-11,5.5944,5.6004,5.7028,5.5763,5.6606,13992361,131429944,0.0662,1.1841,9.393,3.4981,3760000000,N/A,9400000000,400000000,0,1000000000,32.7891,7.8294,10.0037,84.8744,
600004.SH,白云机场,2003-06-12,5.6606,5.6847,5.6907,5.5883,5.6124,8916546,83354483,-0.0482,-0.8511,9.3483,2.2291,3728000000,N/A,9320000000,400000000,0,1000000000,32.5101,7.7627,9.9185,84.1521,
600004.SH,白云机场,2003-06-13,5.6124,5.6365,5.6907,5.5944,5.6124,6677204,62495500,0,0,9.3595,1.6693,3728000000,N/A,9320000000,400000000,0,1000000000,32.5101,7.7627,9.9185,84.1521,
600004.SH,白云机场,2003-06-16,5.6124,5.6124,5.6486,5.5221,5.5823,6645891,61435524,-0.0301,-0.5365,9.2441,1.6615,3708000000,N/A,9270000000,400000000,0,1000000000,32.3357,7.7211,9.8653,83.7006,
600004.SH,白云机场,2003-06-17,5.5823,5.5522,5.5823,5.5101,5.5341,5069464,46610786,-0.0482,-0.863,9.1944,1.2674,3676000000,N/A,9190000000,400000000,0,1000000000,32.0566,7.6544,9.7802,82.9783,
600004.SH,白云机场,2003-06-18,5.5341,5.5341,5.6124,5.492,5.504,6074105,55781138,-0.0301,-0.5441,9.1834,1.5185,3656000000,N/A,9140000000,400000000,0,1000000000,31.8822,7.6128,9.727,82.5268,
600004.SH,白云机场,2003-06-19,5.504,5.498,5.5341,5.4257,5.4619,6532675,59409928,-0.0422,-0.7659,9.0943,1.6332,3628000000,N/A,9070000000,400000000,0,1000000000,31.638,7.5545,9.6525,81.8948,
600004.SH,白云机场,2003-06-20,5.4619,5.6004,5.6004,5.4378,5.4679,5142399,46895164,0.006,0.1103,9.1193,1.2856,3632000000,N/A,9080000000,400000000,0,1000000000,31.6729,7.5628,9.6631,81.9851,
600004.SH,白云机场,2003-06-23,5.4679,5.4559,5.492,5.3956,5.4498,6939561,62547673,-0.0181,-0.3304,9.0132,1.7349,3620000000,N/A,9050000000,400000000,0,1000000000,31.5683,7.5378,9.6312,81.7142,
600004.SH,白云机场,2003-06-24,5.4498,5.4378,5.4799,5.4017,5.4498,3128626,28250536,0,0,9.0297,0.7822,3620000000,N/A,9050000000,400000000,0,1000000000,31.5683,7.5378,9.6312,81.7142,
600004.SH,白云机场,2003-06-25,5.4498,5.4739,5.4799,5.227,5.2391,19463165,171431598,-0.2108,-3.8674,8.808,4.8658,3480000000,N/A,8700000000,400000000,0,1000000000,30.3474,7.2463,9.2587,78.554,
600004.SH,白云机场,2003-06-26,5.2391,5.2391,5.2391,5.2391,5.2391,N/A,N/A,0,0,N/A,N/A,3480000000,N/A,8700000000,400000000,0,1000000000,30.3474,7.2463,9.2587,78.554,
600004.SH,白云机场,2003-06-27,5.2391,5.2993,5.3716,5.1969,5.2451,11451907,100730062,0.006,0.1149,8.7959,2.863,3484000000,N/A,8710000000,400000000,0,1000000000,30.3823,7.2546,9.2694,78.6443,
600004.SH,白云机场,2003-06-30,5.2451,5.2391,5.3234,5.209,5.233,4754370,41484932,-0.012,-0.2296,8.7256,1.1886,3476000000,N/A,8690000000,400000000,0,1000000000,30.3125,7.238,9.2481,78.4637,
600004.SH,白云机场,2003-07-01,5.233,5.233,5.3414,5.227,5.2451,4670093,40975090,0.012,0.2301,8.7739,1.1675,3484000000,N/A,8710000000,400000000,0,1000000000,30.3823,7.2546,9.2694,78.6443,
600004.SH,白云机场,2003-07-02,5.2451,5.2692,5.3354,5.227,5.3294,3782347,33290309,0.0843,1.6073,8.8015,0.9456,3540000000,N/A,8850000000,400000000,0,1000000000,30.8706,7.3713,9.4183,79.9084,
600004.SH,白云机场,2003-07-03,5.3294,5.3294,5.3836,5.2692,5.3776,4373715,38777601,0.0482,0.904,8.8661,1.0934,3572000000,N/A,8930000000,400000000,0,1000000000,31.1497,7.4379,9.5035,80.6307,
600004.SH,白云机场,2003-07-04,5.3776,5.3716,5.4498,5.3414,5.3475,5167603,46344703,-0.0301,-0.5599,8.9683,1.2919,3552000000,N/A,8880000000,400000000,0,1000000000,30.9753,7.3962,9.4503,80.1793,
600004.SH,白云机场,2003-07-07,5.3475,5.3294,5.3716,5.2752,5.3174,3491459,30836117,-0.0301,-0.5631,8.8319,0.8729,3532000000,N/A,8830000000,400000000,0,1000000000,30.8009,7.3546,9.3971,79.7278,
600004.SH,白云机场,2003-07-08,5.3174,5.3053,5.4017,5.3053,5.3776,2671513,23762127,0.0602,1.1325,8.8946,0.6679,3572000000,N/A,8930000000,400000000,0,1000000000,31.1497,7.4379,9.5035,80.6307,
600004.SH,白云机场,2003-07-09,5.3776,5.3354,5.3776,5.2571,5.2933,4579623,40313934,-0.0843,-1.5677,8.8029,1.1449,3516000000,N/A,8790000000,400000000,0,1000000000,30.6613,7.3213,9.3545,79.3666,
600004.SH,白云机场,2003-07-10,5.2933,5.2692,5.5221,5.2632,5.4619,14400861,130383789,0.1686,3.1854,9.0539,3.6002,3628000000,N/A,9070000000,400000000,0,1000000000,31.638,7.5545,9.6525,81.8948,
600004.SH,白云机场,2003-07-11,5.4619,5.4739,5.4799,5.3836,5.4438,5906564,53304646,-0.0181,-0.3308,9.0246,1.4766,3616000000,N/A,9040000000,400000000,0,1000000000,31.5334,7.5295,9.6205,81.6239,
600004.SH,白云机场,2003-07-14,5.4438,5.4498,5.5643,5.4137,5.498,13161595,120738561,0.0542,0.9956,9.1736,3.2904,3652000000,N/A,9130000000,400000000,0,1000000000,31.8473,7.6045,9.7163,82.4366,
600004.SH,白云机场,2003-07-15,5.498,5.492,5.5703,5.4679,5.5221,5694194,52243533,0.0241,0.4381,9.1749,1.4235,3668000000,N/A,9170000000,400000000,0,1000000000,31.9869,7.6378,9.7589,82.7977,
600004.SH,白云机场,2003-07-16,5.5221,5.5221,5.6064,5.504,5.5823,7188677,66481342,0.0602,1.0905,9.2481,1.7972,3708000000,N/A,9270000000,400000000,0,1000000000,32.3357,7.7211,9.8653,83.7006,
600004.SH,白云机场,2003-07-17,5.5823,5.5883,5.769,5.5883,5.6726,37249551,352331960,0.0903,1.6181,9.4587,9.3124,3768000000,N/A,9420000000,400000000,0,1000000000,32.8589,7.846,10.025,85.055,
600004.SH,白云机场,2003-07-18,5.6726,5.6907,5.7329,5.5643,5.5703,20576078,193106534,-0.1024,-1.8047,9.385,5.144,3700000000,N/A,9250000000,400000000,0,1000000000,32.2659,7.7044,9.844,83.5201,
600004.SH,白云机场,2003-07-21,5.5703,5.5522,5.6486,5.5221,5.6064,12269613,113916137,0.0361,0.6486,9.2844,3.0674,3724000000,N/A,9310000000,400000000,0,1000000000,32.4752,7.7544,9.9079,84.0618,
600004.SH,白云机场,2003-07-22,5.6064,5.6606,5.763,5.5944,5.6847,18517160,174742503,0.0783,1.3963,9.4368,4.6293,3776000000,N/A,9440000000,400000000,0,1000000000,32.9287,7.8627,10.0462,85.2356,
600004.SH,白云机场,2003-07-23,5.6847,5.6847,5.7208,5.5703,5.6365,8654665,81113322,-0.0482,-0.8475,9.3722,2.1637,3744000000,N/A,9360000000,400000000,0,1000000000,32.6496,7.796,9.9611,84.5133,
600004.SH,白云机场,2003-07-24,5.6365,5.6486,5.7028,5.5823,5.6365,7071591,66442801,0,0,9.3957,1.7679,3744000000,N/A,9360000000,400000000,0,1000000000,32.6496,7.796,9.9611,84.5133,
600004.SH,白云机场,2003-07-25,5.6365,5.6305,5.6606,5.4559,5.492,11448433,105246679,-0.1445,-2.5641,9.1931,2.8621,3648000000,N/A,9120000000,400000000,0,1000000000,31.8124,7.5961,9.7057,82.3463,
600004.SH,白云机场,2003-07-28,5.492,5.4559,5.5522,5.4498,5.5101,3662163,33473373,0.0181,0.3289,9.1403,0.9155,3660000000,N/A,9150000000,400000000,0,1000000000,31.9171,7.6211,9.7376,82.6171,
600004.SH,白云机场,2003-07-29,5.5101,5.492,5.5582,5.4799,5.5281,3490662,32023361,0.0181,0.3279,9.174,0.8727,3672000000,N/A,9180000000,400000000,0,1000000000,32.0217,7.6461,9.7695,82.888,
600004.SH,白云机场,2003-07-30,5.5281,5.5221,5.5703,5.4799,5.5582,5146319,47183248,0.0301,0.5447,9.1683,1.2866,3692000000,N/A,9230000000,400000000,0,1000000000,32.1961,7.6878,9.8227,83.3395,
600004.SH,白云机场,2003-07-31,5.5582,5.5582,5.5763,5.504,5.5221,3361391,30858302,-0.0361,-0.6501,9.1802,0.8403,3668000000,N/A,9170000000,400000000,0,1000000000,31.9869,7.6378,9.7589,82.7977,
600004.SH,白云机场,2003-08-01,5.5221,5.5221,5.5643,5.4799,5.5281,2624248,24017872,0.006,0.1091,9.1523,0.6561,3672000000,N/A,9180000000,400000000,0,1000000000,32.0217,7.6461,9.7695,82.888,
600004.SH,白云机场,2003-08-04,5.5281,5.5281,5.5462,5.4197,5.5161,4108140,37417266,-0.012,-0.2179,9.1081,1.027,3664000000,N/A,9160000000,400000000,0,1000000000,31.952,7.6295,9.7483,82.7074,
600004.SH,白云机场,2003-08-05,5.5161,5.498,5.5643,5.498,5.5281,1791003,16435649,0.012,0.2183,9.1768,0.4478,3672000000,N/A,9180000000,400000000,0,1000000000,32.0217,7.6461,9.7695,82.888,
600004.SH,白云机场,2003-08-06,5.5281,5.5221,5.5522,5.4619,5.492,2296389,20929994,-0.0361,-0.6536,9.1143,0.5741,3648000000,N/A,9120000000,400000000,0,1000000000,31.8124,7.5961,9.7057,82.3463,
600004.SH,白云机场,2003-08-07,5.492,5.486,5.5883,5.4679,5.498,2974920,27300943,0.006,0.1096,9.177,0.7437,3652000000,N/A,9130000000,400000000,0,1000000000,31.8473,7.6045,9.7163,82.4366,
600004.SH,白云机场,2003-08-08,5.498,5.4799,5.498,5.4318,5.4318,3770651,34155757,-0.0662,-1.2048,9.0583,0.9427,3608000000,N/A,9020000000,400000000,0,1000000000,31.4636,7.5128,9.5993,81.4433,
600004.SH,白云机场,2003-08-11,5.4318,5.4257,5.4679,5.3956,5.4438,2562727,23102811,0.012,0.2217,9.0149,0.6407,3616000000,N/A,9040000000,400000000,0,1000000000,31.5334,7.5295,9.6205,81.6239,
600004.SH,白云机场,2003-08-12,5.4438,5.4378,5.5221,5.4257,5.486,2515019,22903208,0.0422,0.7743,9.1066,0.6288,3644000000,N/A,9110000000,400000000,0,1000000000,31.7776,7.5878,9.695,82.256,
600004.SH,白云机场,2003-08-13,5.486,5.4799,5.5101,5.4498,5.4619,1957882,17789145,-0.0241,-0.4391,9.0859,0.4895,3628000000,N/A,9070000000,400000000,0,1000000000,31.638,7.5545,9.6525,81.8948,
600004.SH,白云机场,2003-08-14,5.4619,5.4318,5.5281,5.3776,5.3956,4848782,43790251,-0.0662,-1.2128,9.0312,1.2122,3584000000,N/A,8960000000,400000000,0,1000000000,31.2543,7.4629,9.5354,80.9016,
600004.SH,白云机场,2003-08-15,5.3956,5.3896,5.4017,5.2752,5.3234,5533055,48928386,-0.0723,-1.3393,8.8429,1.3833,3536000000,N/A,8840000000,400000000,0,1000000000,30.8357,7.3629,9.4077,79.8181,
600004.SH,白云机场,2003-08-18,5.3234,5.3113,5.3776,5.2872,5.3414,1253674,11111570,0.0181,0.3394,8.8632,0.3134,3548000000,N/A,8870000000,400000000,0,1000000000,30.9404,7.3879,9.4396,80.089,
600004.SH,白云机场,2003-08-19,5.3414,5.3414,5.4017,5.3234,5.3655,1123557,10005962,0.0241,0.451,8.9056,0.2809,3564000000,N/A,8910000000,400000000,0,1000000000,31.0799,7.4212,9.4822,80.4501,
600004.SH,白云机场,2003-08-20,5.3655,5.3655,5.3956,5.2933,5.3354,2488037,21952082,-0.0301,-0.5612,8.8231,0.622,3544000000,N/A,8860000000,400000000,0,1000000000,30.9055,7.3796,9.429,79.9987,
600004.SH,白云机场,2003-08-21,5.3354,5.3354,5.3776,5.2933,5.3354,1724926,15249086,0,0,8.8404,0.4312,3544000000,N/A,8860000000,400000000,0,1000000000,30.9055,7.3796,9.429,79.9987,
600004.SH,白云机场,2003-08-22,5.3354,5.3053,5.3776,5.2993,5.3354,1044003,9270698,0,0,8.88,0.261,3544000000,N/A,8860000000,400000000,0,1000000000,30.9055,7.3796,9.429,79.9987,
600004.SH,白云机场,2003-08-25,5.3354,5.3595,5.3595,5.2571,5.2752,2491398,21873077,-0.0602,-1.1287,8.7794,0.6228,3504000000,N/A,8760000000,400000000,0,1000000000,30.5567,7.2963,9.3226,79.0958,
600004.SH,白云机场,2003-08-26,5.2752,5.3113,5.3475,5.221,5.2812,2454182,21551226,0.006,0.1142,8.7814,0.6135,3508000000,N/A,8770000000,400000000,0,1000000000,30.5916,7.3046,9.3332,79.186,
600004.SH,白云机场,2003-08-27,5.2812,5.2812,5.3354,5.233,5.3174,3374526,29607081,0.0361,0.6842,8.7737,0.8436,3532000000,N/A,8830000000,400000000,0,1000000000,30.8009,7.3546,9.3971,79.7278,
600004.SH,白云机场,2003-08-28,5.3174,5.2993,5.3896,5.233,5.3234,2137716,18867513,0.006,0.1133,8.826,0.5344,3536000000,N/A,8840000000,400000000,0,1000000000,30.8357,7.3629,9.4077,79.8181,
600004.SH,白云机场,2003-08-29,5.3234,5.3234,5.4077,5.2872,5.4017,2336249,20782076,0.0783,1.4706,8.8955,0.5841,3588000000,N/A,8970000000,400000000,0,1000000000,31.2892,7.4712,9.5461,80.9919,
600004.SH,白云机场,2003-09-01,5.4017,5.4197,5.5402,5.3716,5.5281,7027864,64056439,0.1265,2.3411,9.1146,1.757,3672000000,N/A,9180000000,400000000,0,1000000000,32.0217,7.6461,9.7695,82.888,
600004.SH,白云机场,2003-09-02,5.5281,5.5281,5.5703,5.4799,5.504,3733999,34137025,-0.0241,-0.4357,9.1422,0.9335,3656000000,N/A,9140000000,400000000,0,1000000000,31.8822,7.6128,9.727,82.5268,
600004.SH,白云机场,2003-09-03,5.504,5.492,5.5101,5.4679,5.492,2028033,18474435,-0.012,-0.2188,9.1095,0.507,3648000000,N/A,9120000000,400000000,0,1000000000,31.8124,7.5961,9.7057,82.3463,
600004.SH,白云机场,2003-09-04,5.492,5.4799,5.5101,5.4197,5.4257,2197845,19961502,-0.0662,-1.2061,9.0823,0.5495,3604000000,N/A,9010000000,400000000,0,1000000000,31.4287,7.5045,9.5886,81.3531,
600004.SH,白云机场,2003-09-05,5.4257,5.4077,5.4197,5.2872,5.3294,3032140,26925323,-0.0964,-1.7758,8.88,0.758,3540000000,N/A,8850000000,400000000,0,1000000000,30.8706,7.3713,9.4183,79.9084,
600004.SH,白云机场,2003-09-08,5.3294,5.2993,5.3595,5.2872,5.3174,2280181,20148071,-0.012,-0.226,8.8362,0.57,3532000000,N/A,8830000000,400000000,0,1000000000,30.8009,7.3546,9.3971,79.7278,
600004.SH,白云机场,2003-09-09,5.3174,5.3174,5.3174,5.2511,5.2872,6835234,59961731,-0.0301,-0.5663,8.7724,1.7088,3512000000,N/A,8780000000,400000000,0,1000000000,30.6264,7.3129,9.3438,79.2763,
600004.SH,白云机场,2003-09-10,5.2872,5.2692,5.2812,5.1548,5.2451,6062821,52474376,-0.0422,-0.7973,8.6551,1.5157,3484000000,N/A,8710000000,400000000,0,1000000000,30.3823,7.2546,9.2694,78.6443,
600004.SH,白云机场,2003-09-11,5.2451,5.2451,5.3113,5.1909,5.2511,1356922,11878345,0.006,0.1148,8.7539,0.3392,3488000000,N/A,8720000000,400000000,0,1000000000,30.4172,7.263,9.28,78.7346,
600004.SH,白云机场,2003-09-12,5.2511,5.2511,5.2692,5.1969,5.2391,1492703,12964959,-0.012,-0.2294,8.6856,0.3732,3480000000,N/A,8700000000,400000000,0,1000000000,30.3474,7.2463,9.2587,78.554,
600004.SH,白云机场,2003-09-15,5.2391,5.209,5.2933,5.1066,5.1126,3033526,26074143,-0.1265,-2.4138,8.5953,0.7584,3396000000,N/A,8490000000,400000000,0,1000000000,29.6149,7.0714,9.0352,76.6579,
600004.SH,白云机场,2003-09-16,5.1126,5.1186,5.1487,5.0223,5.1307,4461187,37643861,0.0181,0.3534,8.4381,1.1153,3408000000,N/A,8520000000,400000000,0,1000000000,29.7195,7.0964,9.0672,76.9287,
600004.SH,白云机场,2003-09-17,5.1307,5.1247,5.1307,5.0163,5.0524,2124304,17861351,-0.0783,-1.5258,8.4081,0.5311,3356000000,N/A,8390000000,400000000,0,1000000000,29.266,6.9881,8.9288,75.755,
600004.SH,白云机场,2003-09-18,5.0524,5.0223,5.1006,5.0102,5.0644,1749882,14699681,0.012,0.2384,8.4004,0.4375,3364000000,N/A,8410000000,400000000,0,1000000000,29.3358,7.0048,8.9501,75.9355,
600004.SH,白云机场,2003-09-19,5.0644,5.0644,5.1307,5.0403,5.1186,1576613,13305257,0.0542,1.0702,8.4391,0.3942,3400000000,N/A,8500000000,400000000,0,1000000000,29.6498,7.0797,9.0459,76.7482,
600004.SH,白云机场,2003-09-22,5.1186,5.1367,5.1548,5.0584,5.1126,1032276,8759626,-0.006,-0.1176,8.4857,0.2581,3396000000,N/A,8490000000,400000000,0,1000000000,29.6149,7.0714,9.0352,76.6579,
600004.SH,白云机场,2003-09-23,5.1126,5.0885,5.1789,5.0765,5.1728,1414952,12074808,0.0602,1.1779,8.5337,0.3537,3436000000,N/A,8590000000,400000000,0,1000000000,29.9637,7.1547,9.1416,77.5608,
600004.SH,白云机场,2003-09-24,5.1728,5.1668,5.233,5.1427,5.1849,1226201,10561345,0.012,0.2328,8.6131,0.3066,3444000000,N/A,8610000000,400000000,0,1000000000,30.0335,7.1714,9.1629,77.7414,
600004.SH,白云机场,2003-09-25,5.1849,5.1789,5.209,5.1066,5.1728,2489375,21374394,-0.012,-0.2323,8.5862,0.6223,3436000000,N/A,8590000000,400000000,0,1000000000,29.9637,7.1547,9.1416,77.5608,
600004.SH,白云机场,2003-09-26,5.1728,5.1307,5.1789,5.1066,5.1608,1421242,12133462,-0.012,-0.2328,8.5372,0.3553,3428000000,N/A,8570000000,400000000,0,1000000000,29.8939,7.138,9.1204,77.3802,
600004.SH,白云机场,2003-09-29,5.1608,5.1487,5.1487,5.0524,5.0705,3942539,33310656,-0.0903,-1.7503,8.449,0.9856,3368000000,N/A,8420000000,400000000,0,1000000000,29.3707,7.0131,8.9607,76.0258,
600004.SH,白云机场,2003-09-30,5.0705,5.0644,5.1668,5.0403,5.1487,2265406,19213031,0.0783,1.5439,8.4811,0.5664,3420000000,N/A,8550000000,400000000,0,1000000000,29.8242,7.1214,9.0991,77.1996,
600004.SH,白云机场,2003-10-08,5.1487,5.1487,5.1608,5.0885,5.1427,767246,6528336,-0.006,-0.117,8.5088,0.1918,3416000000,N/A,8540000000,400000000,0,1000000000,29.7893,7.1131,9.0884,77.1093,
600004.SH,白云机场,2003-10-09,5.1427,5.1307,5.1789,5.0705,5.1126,1470992,12511881,-0.0301,-0.5855,8.5057,0.3677,3396000000,N/A,8490000000,400000000,0,1000000000,29.6149,7.0714,9.0352,76.6579,
600004.SH,白云机场,2003-10-10,5.1126,5.0825,5.2692,5.0644,5.227,3707387,32089984,0.1144,2.2379,8.6557,0.9268,3472000000,N/A,8680000000,400000000,0,1000000000,30.2776,7.2297,9.2374,78.3734,
600004.SH,白云机场,2003-10-13,5.227,5.2511,5.2632,5.1789,5.1849,2700776,23415667,-0.0422,-0.8065,8.67,0.6752,3444000000,N/A,8610000000,400000000,0,1000000000,30.0335,7.1714,9.1629,77.7414,
600004.SH,白云机场,2003-10-14,5.1849,5.209,5.209,5.0945,5.1668,2467360,21046096,-0.0181,-0.3484,8.5298,0.6168,3432000000,N/A,8580000000,400000000,0,1000000000,29.9288,7.1464,9.131,77.4705,
600004.SH,白云机场,2003-10-15,5.1668,5.1186,5.227,5.1186,5.1487,1660999,14281606,-0.0181,-0.3497,8.5982,0.4152,3420000000,N/A,8550000000,400000000,0,1000000000,29.8242,7.1214,9.0991,77.1996,
600004.SH,白云机场,2003-10-16,5.1487,5.1307,5.1307,5.0524,5.0705,1872786,15798744,-0.0783,-1.5205,8.436,0.4682,3368000000,N/A,8420000000,400000000,0,1000000000,29.3707,7.0131,8.9607,76.0258,
600004.SH,白云机场,2003-10-17,5.0705,5.0705,5.1126,5.0163,5.1066,2242987,18831014,0.0361,0.7126,8.3955,0.5607,3392000000,N/A,8480000000,400000000,0,1000000000,29.58,7.0631,9.0246,76.5676,
600004.SH,白云机场,2003-10-20,5.1066,5.0885,5.1006,4.9079,4.95,4108651,33885849,-0.1566,-3.066,8.2474,1.0272,3288000000,N/A,8220000000,400000000,0,1000000000,28.6731,6.8465,8.7479,74.22,
600004.SH,白云机场,2003-10-21,4.95,4.95,4.9681,4.8115,4.8476,5022286,40485694,-0.1024,-2.0681,8.0612,1.2556,3220000000,N/A,8050000000,400000000,0,1000000000,28.0801,6.7049,8.567,72.685,
600004.SH,白云机场,2003-10-22,4.8476,4.8476,5.0524,4.8115,5.0283,6841327,56454390,0.1807,3.7267,8.252,1.7103,3340000000,N/A,8350000000,400000000,0,1000000000,29.1265,6.9548,8.8862,75.3938,
600004.SH,白云机场,2003-10-23,5.0283,5.0283,5.0644,4.8717,4.9018,4061565,33453411,-0.1265,-2.515,8.2366,1.0154,3256000000,N/A,8140000000,400000000,0,1000000000,28.394,6.7799,8.6627,73.4977,
600004.SH,白云机场,2003-10-24,4.9018,4.8958,4.9018,4.679,4.7212,15449819,121396465,-0.1807,-3.6855,7.8575,3.8625,3136000000,N/A,7840000000,400000000,0,1000000000,27.3475,6.53,8.3435,70.7889,
600004.SH,白云机场,2003-10-27,4.7212,4.7272,4.7573,4.7031,4.7573,2876297,22619954,0.0361,0.7653,7.8643,0.7191,3160000000,N/A,7900000000,400000000,0,1000000000,27.5568,6.58,8.4073,71.3306,
